startDate,endDate,indexType,roomsCount,newApartment,avgPrice,avgPricePerSurface
01.01.2023,31.01.2023,listings,,,113118.58,1624.71
01.01.2023,31.01.2023,listings,1,,51875.14,1432.72
01.01.2023,31.01.2023,listings,2,,85145.06,1549.26
01.01.2023,31.01.2023,listings,3,,136764.3,1695.8
01.01.2023,31.01.2023,listings,4,,295926.65,2141.49
01.01.2023,31.01.2023,listings,,1,112266.48,1540.78
01.01.2023,31.01.2023,listings,,0,113725.26,1684.46
01.01.2023,31.01.2023,listings,1,1,49516.93,1270.51
01.01.2023,31.01.2023,listings,1,0,53803.98,1565.39
01.01.2023,31.01.2023,listings,2,1,83912.33,1461.13
01.01.2023,31.01.2023,listings,2,0,86214.18,1625.69
01.01.2023,31.01.2023,listings,3,1,141267.53,1649.73
01.01.2023,31.01.2023,listings,3,0,134237.88,1721.65
01.01.2023,31.01.2023,listings,4,1,414806.3,2540.93
01.01.2023,31.01.2023,listings,4,0,247555.95,1978.96
01.01.2023,31.01.2023,apartments,,,121017.36,1696.71
01.01.2023,31.01.2023,apartments,1,,53698.72,1473.75
01.01.2023,31.01.2023,apartments,2,,86498.99,1611.67
01.01.2023,31.01.2023,apartments,3,,139390.85,1748.78
01.01.2023,31.01.2023,apartments,4,,325753.8,2274.52
01.01.2023,31.01.2023,apartments,,1,129500.27,1711.63
01.01.2023,31.01.2023,apartments,,0,116079.43,1688.03
01.01.2023,31.01.2023,apartments,1,1,52865.09,1350.84
01.01.2023,31.01.2023,apartments,1,0,54234.4,1552.73
01.01.2023,31.01.2023,apartments,2,1,90166.34,1615.03
01.01.2023,31.01.2023,apartments,2,0,84215,1609.57
01.01.2023,31.01.2023,apartments,3,1,149790.71,1793.49
01.01.2023,31.01.2023,apartments,3,0,133778.07,1724.65
01.01.2023,31.01.2023,apartments,4,1,426910.02,2688.39
01.01.2023,31.01.2023,apartments,4,0,279597.49,2085.68
01.01.2023,31.01.2023,soldApartments,,,119249.2,1697.59
01.01.2023,31.01.2023,soldApartments,1,,51467.55,1478.63
01.01.2023,31.01.2023,soldApartments,2,,85432.35,1613.79
01.01.2023,31.01.2023,soldApartments,3,,139927.35,1752.66
01.01.2023,31.01.2023,soldApartments,4,,320519.04,2268.62
01.01.2023,31.01.2023,soldApartments,,1,128861.5,1723.92
01.01.2023,31.01.2023,soldApartments,,0,113963.39,1683.11
01.01.2023,31.01.2023,soldApartments,1,1,48593.64,1359.51
01.01.2023,31.01.2023,soldApartments,1,0,53137.53,1547.84
01.01.2023,31.01.2023,soldApartments,2,1,89273.18,1628.77
01.01.2023,31.01.2023,soldApartments,2,0,83145.01,1604.87
01.01.2023,31.01.2023,soldApartments,3,1,151848.52,1804.93
01.01.2023,31.01.2023,soldApartments,3,0,133797.99,1725.79
01.01.2023,31.01.2023,soldApartments,4,1,436936.57,2723.47
01.01.2023,31.01.2023,soldApartments,4,0,271306.62,2076.34
01.02.2023,28.02.2023,listings,,,113442.17,1632.01
01.02.2023,28.02.2023,listings,1,,52269.33,1443.38
01.02.2023,28.02.2023,listings,2,,85234.22,1549.89
01.02.2023,28.02.2023,listings,3,,138648.65,1711.91
01.02.2023,28.02.2023,listings,4,,298413.48,2167.22
01.02.2023,28.02.2023,listings,,1,112856.71,1545.61
01.02.2023,28.02.2023,listings,,0,113852.33,1692.55
01.02.2023,28.02.2023,listings,1,1,49860.83,1275.97
01.02.2023,28.02.2023,listings,1,0,54114.49,1571.63
01.02.2023,28.02.2023,listings,2,1,83965.35,1457.98
01.02.2023,28.02.2023,listings,2,0,86335.74,1629.67
01.02.2023,28.02.2023,listings,3,1,144674.99,1672.06
01.02.2023,28.02.2023,listings,3,0,135399.44,1733.39
01.02.2023,28.02.2023,listings,4,1,405348.17,2526.04
01.02.2023,28.02.2023,listings,4,0,252640.03,2013.62
01.02.2023,28.02.2023,apartments,,,121477.86,1702.35
01.02.2023,28.02.2023,apartments,1,,54061.41,1483.94
01.02.2023,28.02.2023,apartments,2,,86689.82,1615.21
01.02.2023,28.02.2023,apartments,3,,140204.1,1753.93
01.02.2023,28.02.2023,apartments,4,,330258.39,2295.76
01.02.2023,28.02.2023,apartments,,1,132041.59,1728.12
01.02.2023,28.02.2023,apartments,,0,115617.44,1688.05
01.02.2023,28.02.2023,apartments,1,1,53419.88,1353.97
01.02.2023,28.02.2023,apartments,1,0,54448.9,1562.44
01.02.2023,28.02.2023,apartments,2,1,90666.78,1618.22
01.02.2023,28.02.2023,apartments,2,0,84312.85,1613.4
01.02.2023,28.02.2023,apartments,3,1,154030.48,1825.93
01.02.2023,28.02.2023,apartments,3,0,133170.24,1717.3
01.02.2023,28.02.2023,apartments,4,1,440619.46,2762.12
01.02.2023,28.02.2023,apartments,4,0,281163.13,2088.29
01.02.2023,28.02.2023,soldApartments,,,119884.2,1708.55
01.02.2023,28.02.2023,soldApartments,1,,52271.33,1488.65
01.02.2023,28.02.2023,soldApartments,2,,86187.9,1624.97
01.02.2023,28.02.2023,soldApartments,3,,141450.15,1767.73
01.02.2023,28.02.2023,soldApartments,4,,320877.66,2279.69
01.02.2023,28.02.2023,soldApartments,,1,133129.85,1757.64
01.02.2023,28.02.2023,soldApartments,,0,113224.67,1683.87
01.02.2023,28.02.2023,soldApartments,1,1,49334.64,1359.99
01.02.2023,28.02.2023,soldApartments,1,0,53799.37,1555.59
01.02.2023,28.02.2023,soldApartments,2,1,90559.51,1643.13
01.02.2023,28.02.2023,soldApartments,2,0,83803.14,1615.06
01.02.2023,28.02.2023,soldApartments,3,1,159515.73,1875.48
01.02.2023,28.02.2023,soldApartments,3,0,132983.9,1717.23
01.02.2023,28.02.2023,soldApartments,4,1,449646.26,2801.59
01.02.2023,28.02.2023,soldApartments,4,0,269056.78,2069.67
01.03.2023,31.03.2023,listings,,,114138.57,1641.66
