startDate,endDate,indexType,roomsCount,newApartment,avgPrice,avgPricePerSurface
01.01.2023,31.01.2023,listings,,,116041.97,1653.01
01.01.2023,31.01.2023,listings,1,,52174.52,1439.04
01.01.2023,31.01.2023,listings,2,,86444.7,1570.12
01.01.2023,31.01.2023,listings,3,,140003.93,1730.56
01.01.2023,31.01.2023,listings,4,,311524.13,2228.43
01.01.2023,31.01.2023,listings,,1,119179.41,1607.42
01.01.2023,31.01.2023,listings,,0,113808.18,1685.46
01.01.2023,31.01.2023,listings,1,1,50155.54,1284.27
01.01.2023,31.01.2023,listings,1,0,53825.9,1565.63
01.01.2023,31.01.2023,listings,2,1,86616.55,1504.72
01.01.2023,31.01.2023,listings,2,0,86295.65,1626.84
01.01.2023,31.01.2023,listings,3,1,150124.01,1744.57
01.01.2023,31.01.2023,listings,3,0,134326.55,1722.7
01.01.2023,31.01.2023,listings,4,1,468364.31,2838.22
01.01.2023,31.01.2023,listings,4,0,247707.75,1980.31
01.01.2023,31.01.2023,apartments,,,124014.67,1723.69
01.01.2023,31.01.2023,apartments,1,,53987.24,1479.46
01.01.2023,31.01.2023,apartments,2,,87564.95,1629.09
01.01.2023,31.01.2023,apartments,3,,142343.88,1780.53
01.01.2023,31.01.2023,apartments,4,,341681.05,2363.4
01.01.2023,31.01.2023,apartments,,1,137511.51,1783.19
01.01.2023,31.01.2023,apartments,,0,116158.12,1689.06
01.01.2023,31.01.2023,apartments,1,1,53531.17,1364.28
01.01.2023,31.01.2023,apartments,1,0,54280.3,1553.48
01.01.2023,31.01.2023,apartments,2,1,92845.37,1658.92
01.01.2023,31.01.2023,apartments,2,0,84276.35,1610.52
01.01.2023,31.01.2023,apartments,3,1,158031.8,1881.9
01.01.2023,31.01.2023,apartments,3,0,133877.14,1725.82
01.01.2023,31.01.2023,apartments,4,1,477445.55,2969.22
01.01.2023,31.01.2023,apartments,4,0,279733.42,2086.98
01.01.2023,31.01.2023,soldApartments,,,122013.33,1722.78
01.01.2023,31.01.2023,soldApartments,1,,51610.18,1482.23
01.01.2023,31.01.2023,soldApartments,2,,86438.11,1630.65
01.01.2023,31.01.2023,soldApartments,3,,142856.82,1783.84
01.01.2023,31.01.2023,soldApartments,4,,335059.6,2348.7
01.01.2023,31.01.2023,soldApartments,,1,136629.16,1794.67
01.01.2023,31.01.2023,soldApartments,,0,113976.08,1683.24
01.01.2023,31.01.2023,soldApartments,1,1,48980.18,1369.25
01.01.2023,31.01.2023,soldApartments,1,0,53138.43,1547.87
01.01.2023,31.01.2023,soldApartments,2,1,91965.51,1673.89
01.01.2023,31.01.2023,soldApartments,2,0,83146.37,1604.9
01.01.2023,31.01.2023,soldApartments,3,1,160428.57,1896.17
01.01.2023,31.01.2023,soldApartments,3,0,133822.17,1726.08
01.01.2023,31.01.2023,soldApartments,4,1,485773.5,2992.52
01.01.2023,31.01.2023,soldApartments,4,0,271349.29,2076.55
01.02.2023,28.02.2023,listings,,,116413,1661.01
01.02.2023,28.02.2023,listings,1,,52574.98,1449.79
01.02.2023,28.02.2023,listings,2,,86531.2,1570.75
01.02.2023,28.02.2023,listings,3,,142026.24,1748.02
01.02.2023,28.02.2023,listings,4,,314466.16,2259.7
01.02.2023,28.02.2023,listings,,1,119980.02,1614.94
01.02.2023,28.02.2023,listings,,0,113914,1693.28
01.02.2023,28.02.2023,listings,1,1,50546.32,1290.49
